0,0.5,0.3
1,-0.3799622,-1.0833609
2,-1.3368361,0.6074631
3,-1.9279106,-1.1790206
4,-1.7034595,-1.993212
5,-2.3375788,-2.7215598
6,-3.1804128,-3.6867216
7,-2.8146062,-2.8963268
8,-2.8693063,-3.715328
9,-3.7029839,-3.313452
10,-4.692335,-5.034916
11,-4.8996162,-3.6772723
12,-5.833745,-4.161781
13,-5.733168,-5.831217
14,-5.977252,-5.6230426
15,-5.984861,-7.3697515
16,-6.571301,-8.881718
17,-6.3138237,-8.029825
18,-7.133859,-7.328886
19,-6.4073787,-8.825681
20,-7.170597,-10.0724125
21,-6.415047,-8.20478
22,-5.864485,-9.443302
23,-5.597611,-8.46455
24,-5.934013,-10.381141
25,-5.6089163,-9.53446
26,-5.60623,-10.19073
27,-5.1430287,-10.76609
28,-5.633616,-12.450456
29,-6.2060027,-10.854271
30,-6.419106,-11.869595
31,-6.097763,-12.890515
32,-6.612273,-10.92388
33,-5.788713,-9.580511
34,-6.089078,-8.438141
35,-5.2275333,-6.5508533
36,-4.7305174,-5.0977845
37,-4.988774,-6.165967
38,-4.3899975,-7.214929
39,-3.7704072,-7.2004375
40,-4.348397,-6.0027947
41,-4.971598,-4.178311
42,-4.216421,-2.589651
43,-3.7925618,-4.3341236
44,-3.2169127,-3.9152145
45,-3.682285,-3.4494195
46,-3.2158194,-3.651124
47,-4.2157006,-4.896774
48,-4.367174,-5.4388533
49,-4.1913548,-5.2669168
50,-4.6820498,-6.37109
51,-4.4692564,-5.977766
52,-3.5885084,-5.426149
53,-3.9068007,-4.7161508
54,-3.5169678,-5.9312854
55,-3.7269218,-5.3419657
56,-4.163207,-6.251064
57,-3.2552776,-6.1531954
58,-2.8352323,-5.3469925
59,-2.3346906,-5.0282125
60,-2.7701397,-6.247516
61,-1.7891443,-4.7485685
62,-2.4701855,-3.0197291
63,-2.5716674,-3.9258037
64,-3.212545,-2.2082663
65,-3.0621276,-0.94015884
66,-3.414753,0.08643246
67,-3.230667,1.3823352
68,-3.7675087,2.8449454
69,-3.9467173,1.3186436
70,-3.0236557,-0.60005426
71,-3.1032572,-0.82930136
72,-3.5650313,-1.6997824
73,-3.888196,-2.5011864
74,-2.9265208,-3.8660545
75,-3.9155662,-3.2199512
76,-4.868693,-4.9544144
77,-5.450197,-2.9892526
78,-5.038591,-4.602055
79,-5.6371613,-4.388312
80,-6.424327,-6.051089
81,-5.5477004,-7.3783236
82,-4.6270914,-6.3982954
83,-3.9560938,-5.3550763
84,-3.1124656,-6.1935987
85,-3.786663,-5.608949
86,-3.1381373,-6.2839727
87,-2.2137542,-6.1053634
88,-1.2301488,-4.473147
89,-1.8362339,-5.440222
90,-2.2890148,-4.4314137
91,-2.7888503,-5.9741488
92,-2.5713773,-6.501367
93,-1.6187513,-5.5158286
94,-1.210525,-6.931121
95,-0.21512485,-6.461487
96,-0.030675173,-4.8257704
97,-0.80420995,-4.6075354
98,-0.3402176,-4.9510503
99,-0.7499926,-6.706003
100,-1.2181156,-6.976373
101,-0.22156668,-7.369926
102,-0.69090223,-6.80304
103,-0.13968396,-6.1138067
104,-0.70204806,-7.7190866
105,-0.86765313,-8.908594
106,-1.8463938,-10.0619545
107,-2.5857012,-11.665021
108,-3.1969306,-10.685392
109,-3.6204813,-12.113708
110,-3.5213766,-11.338154
111,-3.141403,-11.593041
112,-3.2679257,-12.722622
113,-2.593128,-11.6363735
114,-2.4278297,-10.925284
115,-1.9408784,-10.651084
116,-1.9151666,-8.9058485
117,-1.3029935,-9.223194
118,-1.4288113,-10.93991
119,-0.5625422,-10.97987
120,-0.5822749,-11.199766
121,-0.87671494,-10.746754
122,-1.2264423,-11.182528
123,-0.8066466,-10.427061
124,-1.7221658,-11.819092
125,-1.0592701,-13.744364
126,-1.4265001,-12.30191
127,-1.1152079,-11.20726
128,-1.4937043,-10.37242
129,-1.6644595,-11.408617
130,-2.568251,-9.601334
131,-3.089028,-8.013628
132,-3.872997,-8.300971
133,-3.1901703,-6.599901
134,-2.834349,-8.201956
135,-3.5711162,-9.469196
